Sample;C12(ISTD) ;n-C9 ;"3-; 5-MeC10 ";n-C11 ;C11diene ;n-C13 ;n-C14 ;n-C17 ;n-C23 ;9-MeC23 ;7-MeC23 ;5-MeC23 ;C25alkene1 ;C25alkene2 ;n-C25 ;"13-; 15-MeC25 ";9-MeC25 ;5-MeC25 ;"9,13-; 9,15-DiMeC25 ";"7,9-; []-DiMeC25 ";"5,9-;[]-DiMeC25 ";n-C26 ;"10-; 9-; 8-MeC26 ";7-MeC26 ;6-MeC26 ;5-MeC26 ;4-MeC26 ;10,14-DiMeC26 ;C27alkene ;n-C27 ;"13-; 11-; 9-MeC27 ";7-MeC27 ;5-MeC27 ;"9,11-; []-DiMeC27 ";"7,11-; []-DiMeC27 ";3-MeC27 ;5,9-DiMeC27 ;"7,11,13-; 7,11,15-TriMeC27 ";n-C28 ;"3,7-; 3,9-DiMeC27 ";"16-; []-MeC28 ";8-MeC28 ;6-MeC28 ;5-MeC28 ;"10,12-; []-DiMeC28 ";"8,12-; []-DiMeC28 ";C29alkene1 ;C29alkene2 ;"4,8-;[]-DiMeC28 ";"6,10,14-; []-TriMeC28 ";n-C29 ;"4,10,14-; []-TriMeC28 ";"15-; 13-; 11-MeC29 ";9-MeC29 ;7Me-C29 ;5-MeC29 ;"11,13-; []-DiMeC29 ";"9,13-; []-DiMeC29 ";"7,11-; 7-13-DiMeC29 ";3-MeC29 ;"5,9-; []-DiMeC29 ";9,13,17-TriMeC29 ;"7,11,13-; 7,11,15-TriMeC29 ";"5,9,13-;[]-TriMeC29 ";"3,7-; []-DiMeC29 ";"5,9,11,13-; []-TetraMeC29 ";12-MeC30 ;8-MeC30 ;6-MeC30 ;12,14-DiMeC30 ;8,12-DiMeC30 ;"6,10-; []-DiMeC30 ";C31alkene ;"6,10,14-; []-TriMeC30 ";n-C31 ;"13-; 15-MeC31 ";"9-; 11-; 13-MeC31 ";7-MeC31 ;5-MeC31 ;"13,15-; []-DiMeC31 ";"9,13-; []-DiMeC31 ";"7,11-; []-DiMeC31 ";"5,9-; []-DiMeC31 ";"7,11,13-; []-TriMeC31 ";"5,9,13-; []-TriMeC31 ";"7,11,13,15-; []-TetraMeC31 ";"3,7-; []-DiMeC31 ";"3,7,11-; []-TriMeC31 ";8-MeC32 ;"3,7,11,15-; []-TetraMeC31 ";"6,10-; []-DiMeC32 ";"10,14,16-; []-TriMeC32 ";"4,12-; []-DiMeC32 ";"6,10,14-; []-TriMeC32 ";n-C33 ;"11-; []-MeC33 ";9-MeC33 ;7-MeC33 ;"13,17-; []-DiMeC33 ";"11,13-; []-DiMeC33 ";"9,11-; []-DiMeC33 ";"11,13,15-; []-TriMeC33 ";"5,9-; []-DiMeC33 ";"7,11,13-; []-TriMeC33 ";"3,11-; []-DiMeC33 ";"3,7-; 3,9-DiMeC33 ";"3,11,15-; []-TriMeC33 ";"3,7,11-; []-TriMeC33 ";C35diene ;"12,14-; []-DiMeC34 ";"6,10-; []-DiMeC34 ";"4,12-; 4,14-DiMeC34 ";"6,8,10-; []-TriMeC34 ";n-C35 ;"9,21-; 9,25-DiMeC35 ";"11-; []-MeC35 ";7-MeC35 ;"13,19-; []-DiMeC35 ";"11,23-; 11,25-DiMeC35 ";"7,11-; []-DiMeC35 + Hexadecanoic Ester ";"5,11-; []-DiMeC35 ";"7,11,15-; []-TriMeC35 ";"3,11-; []-DiMeC35 ";"3,7,11-; []-TriMeC35 "
Pc_W_pleo_24_04.D;1269999263;49208332,38;13496429,35;44522661,95;30170703,57;2783880,112;16850767,29;13698909,27;10794686,63;925498,0366;0;1354767,925;2675993,986;353545,8818;133417953,7;5354823,937;20079616,44;22016123,13;1739382,332;4794470,596;3043646,111;124252322,7;189191143,7;7366509,58;16439568,18;813040,1815;133646,0379;4153684,251;24222597,14;943259801,8;855397705,2;364237884,9;191547422,1;95732129,04;77408217,57;73490184,75;165462760,6;10315919,92;355497617,5;60487604,41;115140863,6;242115039,9;26022334,74;5282916,365;16229546,68;10122602,98;36587960,34;0;3836803,052;0;692986311,6;;307986851,3;314120564,1;190100529,4;150804945;51946943,02;64184563,96;67715061,88;74132618,95;125723442,6;3521959,87;5003444,474;166979978,9;38080594,83;4374727,664;19901504,69;79467785,46;13589011,15;12034410,48;17362603,12;5798022,11;708653,4866;1678771,838;440759920,6;278990994,7;75761478,16;262923534,4;55284174,44;74291552,57;119243535,7;136666389,7;122224200,5;171380210;172457273,3;6987203,415;5414098,27;82802903,09;88366660,72;36208404,57;7677648,097;2810663,828;4969015,36;5362464,329;387447058;202980892,3;12265689,07;230185427,8;217357658,3;102899227,2;124991264,1;125535756,1;71302440,48;63379271,57;119098794,8;74311063,43;6023290,228;41723274,17;0;28410050,96;2163391,438;1340348,018;2906033,624;178648748,8;0;64628390,02;82665722,12;25512092,7;49266290,64;64141751,85;11609422,44;2821512,321;5403205,717;3965838,256
Pc_Q_haplo_3_02.D;1274440100;6319555,953;14362498,24;8776836,699;9099575,107;2430437,464;4069596,126;3154328,673;38184071,6;26481374,54;6216712,726;79113272,99;3000619,749;2023699,49;300952184,6;144273105,3;320315545,3;301193198,2;49251279,52;70551738,58;133876142,3;365544399;975446088,1;1240405,7;23542154,34;13533787,34;4459323,166;54447715,33;313134404,1;1487573999;4091434854;871789849,6;76616694,18;62606120,33;19933488,87;15296333,44;325869291,1;235959674;35397179,52;356859605,4;912351764,1;482043259,9;168405848,9;41332985,56;273531955,8;118798530;314480448,9;10154678,44;80116216,92;24912209,08;488702683,5;32130792,57;1014615961;309613949,8;203925541,5;59430924,49;121460929,5;138660345,1;123232131,5;20745485,78;60142505,79;149596511;327800297,6;314018402,3;202050505;119027701,1;406340640,8;123530982,3;111953927,6;378674213,4;152099508,7;81772562,45;74385401,64;120201378,7;130710587,1;371318824,6;40166165,75;246892556,2;4346148,316;139226614,1;260469322,2;142009326,3;315830225,3;417938979,1;45500566,67;87128677,62;96417025,75;299553483,1;93944231,31;193510957,1;31137376,24;123868673,5;103512611,6;154696830,4;86799710,47;555768007,1;5727010,556;221192577,8;123804396,3;119206075,3;100121135,7;206598614,1;102208915,3;218295114,6;162468020,2;176878206,1;187014040,5;233298989;90568421,82;375711269,3;26300719;5223051,384;25578606,55;6757062,055;28799138,67;152202439,4;70979595;88765025,22;143027074,9;18042082,54;57996821,29;18866360,17;15200800,82;15877897,35
Pc_W_haplo_46-47_01.D;1486999347;236140024,1;14456869,7;4570698,615;15915226,59;1145943,512;775800,8232;1778357,982;83245641,75;449575,3421;182016,2905;8169801,168;811302,9793;298487,9095;292373479,3;5148182,996;16407453,04;43661725,3;4460513,269;15676772,91;3249397,316;244832762,8;176603694,1;4563526;2995521,755;2995521,755;137794,8007;4500124,796;72172473,19;975397672,3;561916071,8;391086423,6;187031841;17526437,19;7711993,518;294246568,8;88484520,63;23271744,75;335282747,1;77785829,1;72718128,37;189009893,8;41617698,47;5361280,177;18061335,7;20150099,1;49919536,95;341592,1399;3604505,543;0;552540559,2;;139229409;234670822;203742490,1;173711128,3;7989022,549;15797067,56;35240396,1;157247914,6;40374330,38;15969090,74;22061440,54;105279200,2;33118932,37;850522,4856;12002883,21;40167911,7;13581415,12;8253908,117;17356627,11;3144458,909;2074761,375;2176089,156;251337455;127730877;27027768,19;242223604,7;64628159,86;22452098,51;116607288;55443588,83;83318839,51;134679112,9;95990981,37;18055412,13;4825648,83;41398146,11;31550908,53;26863381,88;0;14486937,98;3240033,672;1653771,649;196113027,1;63521584,18;4380345,957;219588797,9;136340928,1;29387726,07;30261229,52;88591227,83;67137087,26;38318221,61;27118647,22;46685446,04;2348778,387;14067808,83;0;8482612,155;;0;;16438842,61;0;7345415,349;38512564,67;4415951,462;0;3710561,205;4176386,593;1533080,033;340161,7254;0
Pc_Q_pleo_65_04.D;1081268585;3118320,629;12390749,18;3186961,206;10288028,91;3122234,004;5918835,042;6196063,609;68443867,95;18149789,86;2964092,022;28212835,99;7775656,572;1633027,528;274602186,1;60696517,13;237546719,8;293550481,3;28691955,83;78098384,02;78130337,72;227404925,6;766630609,2;3653776,571;62128589,58;9922261,088;858731,5779;100275700,2;305560330,4;1080414168;3976042365;428578757,7;88123103,72;107676040,8;77594615,39;149086339,5;454132241,7;322323208,1;99369156,57;315727900,8;736276305,1;296565934,3;165761888,6;62432030,19;195929052;6658403,654;296724418,9;21296529,94;70748855,62;23634446,52;372205515,1;18887035,89;708775578,1;223196015,3;187538835,7;75653286,45;89093389,29;64231619,69;131679613,5;89296951,28;162083743,2;53227010,09;201610880,9;212071336,5;244896400,2;46850579,77;316449190,3;275520460,2;122201794,3;146516732,7;84987454,74;90588840,74;33181139,07;100121990,7;152492686,7;355859197,2;106957691,5;188072033,5;28148842,41;193013612,3;97455958,27;196005141,5;191614684,8;339862126,5;170641514,1;150562623,4;91694649,89;389427606,2;135870648,5;171523922,8;81178306,63;34501211,53;70082582,67;128116213,9;67192254,03;483008760,8;7970053,233;190216864,5;281982903,9;139954985,3;151759424,1;82147080,57;64277940,22;245939958;152955189,7;182109781,1;113045201,9;303102726,4;0;298121879,8;15082106,54;18409727,71;18933278,85;11483662,46;25463472,4;234575714,5;66863943,46;34540659,05;131945836,2;54667946,02;35234838,51;21506355,54;25644585,72;28479916,34
Pc_W_pleo_24_03.D;1190976451;52837308,41;14188922,35;1611636,647;51276228,64;95396859,89;87220707,04;28464498,64;79080325,24;10190110,87;1608107,638;12290227,08;19869606,02;4586124,713;209366441,7;56953144,06;56043334,54;132403476,5;22401438,56;49684079,78;26543274,87;127085573,3;452773117,4;8325180,648;115866589,9;3320496,72;788156,0846;47103344,36;162815414,2;737635992,2;1580104077;302424520,8;136726173,6;456338352,9;300848378,1;233404312,5;338033562,4;233452367,5;127833627,2;259377359,7;416952106,3;244079508,3;127324819,3;20050119,2;159947626,1;57729864,19;245351065,9;22574365,26;57606682,35;15590282,94;519804599,2;24591165,3;481443187,5;200272533,9;247155347,1;200884329,6;79915195,83;122861833,9;104365174,1;84941397,14;217425568;58006753,35;152473000;272525192,8;158018904,3;43546811,33;165728541,5;262718583,9;75337109,48;166709417,3;107739381,4;55070562,88;16342035,5;80552258,04;241297688;372195715,6;163502567,1;336994041,4;27616963,34;207377714,9;90069046,38;169361412,1;175882260,4;331349542,1;180890791,8;82011894,86;87300368,09;242020537,1;116091789,8;265371997,3;59371879,34;32042773,71;31681682,2;103801288,2;83597941,51;496126795;10732458,86;146820356,1;324095339,6;129854513,3;121140671,5;100660886,7;51792134,67;205448783,6;179722765,6;116060612,1;43706358,15;248812594,7;0;310007890,4;12270365,24;9658875,021;13250890,5;4610230,272;12176488,96;169901410,4;11468000,66;36024264,3;193943364,2;35107071,97;3260041,698;31143298,4;12730423,08;11693757,66
Pc_Q_haplo_46-47_01.D;1380171570;95953165,06;14805764,65;9951420,945;19660778,75;12945965,5;11524477,55;5582441,619;137731969,5;84364253,34;20962170,1;138569700,7;15131508,45;3730950,66;471075482,3;163943655,6;336785694,4;252654570;211772337,3;209944442,9;194655215,9;468932616,3;1199143725;1022925,773;14820632,93;5978975,217;1351107,74;53653577,31;162645983,3;1625877294;3634757744;560752040,7;230931757,6;222630733,2;0;0;179726285,4;229795433,2;0;258208680,1;805274328,4;565594911,6;127826263,6;45638295,13;184911761,3;58412452;156761396,6;10952751,97;100762322,1;37115911,59;320181903,8;38485637,85;576937015,7;259754267,2;249730530,3;44349700,86;92302589,48;70830261,95;43919970,12;5205536,937;17123267,34;60207343,81;67512715,86;141306671,9;111950532;220233048,7;283050952,7;190032135,6;121690703;343075729,2;139152627,7;100503965,4;132701284,3;74040961,74;77286226,37;225357702,2;107169507,5;140454061,5;0;41075793,67;94468011,18;81127984,12;136472783,7;208597777,8;30313231,61;93326611,33;84584118,48;72494688,22;70618621,31;86650513,07;17132847,75;118098985,3;0;46571720,82;46278354,68;348664597,1;6581629,279;126208865,8;100136459,6;149093090,8;56117782,25;209000123,6;80024693,26;119297973,7;63688659,2;188000058,9;171069347,6;185416385;44305345,31;420828108,3;49014280,97;9491187,989;46427578,51;13280783,3;37957905,46;199622929,8;71725885,6;99571358,85;171101001,8;21088849,6;80140218,1;64733007,23;22366234,28;33927012,29
Pc_W_pleo_65_03.D;1508288690;16810902,97;13203368,2;22792286,58;14922641,3;1632268,643;1748184,281;5703459,221;9318212,324;295101,8566;0;321295,9593;2423274,645;541869,0372;62449165,09;353871,7922;7511270,049;9053097,006;132953,8607;1022035,057;802512,4436;82650514,83;87173085,46;889174,2525;9868752,816;647663,7069;0;2335615,414;19195197,3;813677532,8;619619733,7;392512299,6;168161481,8;40604776,06;47850172,65;47849505,85;108769972,9;22252656,38;35827077,33;38200035,78;80361392,98;221034140,6;35831052,2;4700027,092;16310105,93;6673495,975;35297592,78;529499,171;6435972,532;0;579253781,1;;218411019;346346280,4;211930341,8;189056423;27576514,36;37802437,5;76069349,25;106430980;114491763,6;7373027,278;14424192,94;165767009;34462177,72;0;39218090,11;92141833,5;18192652,45;15961534,16;17311290,88;10542033,8;343335,3984;2477198,407;412958180,6;255044336,6;77575381,22;251521769,8;65156997,9;47358430,79;188218064,7;140373923,1;95507157,43;184164526,3;178271443,9;3982414,799;7829125,594;79885032,42;91495893,6;43453916,17;8962593,987;5060629,555;6548073,507;7773309,644;340059938,7;212925749,2;33813745,06;187631038,6;220120904,8;57351604,55;124811326,8;133834135;81794431,13;119459766,9;100903409;74288881,88;11871008,99;60202682,3;0;25381831,41;0;1813356,62;3648288,934;162738128,1;0;77280910,96;108725910,3;31298034,15;11891700,86;33162036,06;13954486,43;2765866,954;8020418,063;3565710,078
Pc_W_haplo_41_01.D;1164532382;12458960,47;12369872,91;3747402,97;2710240,796;3470184,662;4232571,261;3711381,323;25233612,19;128348,6253;0;1751253,326;462656,3446;195392,4281;163747110,1;1314437,126;3465569,539;14184333,74;1874005,297;5558596,26;1234332,156;119863241;42941855,79;862358,8442;6530765,864;875689,4228;54330,92022;2351248,384;18536508,75;649839888,4;402360364,7;285673024,9;98978950,68;24540209,58;4444500,68;164896683,3;35309796,34;13341568,37;252883343;31933207,26;37826586,31;131106427;20674252,61;2935385,01;5300489,407;7480350,55;31043544,25;0;1090961,531;0;359716060,7;0;128296559,4;159378976,8;182033534,9;128058871,1;13853576,87;17008909,24;22437143,74;91729849,66;33860264,09;16247182,36;7697396,916;70559251,13;12265472,19;1452457,553;14412283,33;21805947,77;6746412,005;5516328,873;14797671,32;1012538,144;1497652,152;1307169,128;193844450,5;100811746,4;72863774,16;195422708,9;37316523,29;30747928,22;79440744,88;37813580,46;95913672,68;107868078,2;59586897,69;28779366,37;2568683,423;26084502,8;24982390,17;28532968,22;543665,1258;5298682,357;3005618,903;1426540,714;143789915,4;28989614,44;3276896,237;153107495,9;112841605,3;31909480,54;18806739,37;59571482,94;33987129,88;29570725,73;19678293,27;25676340,04;1328343,479;9020997,716;0;5911203,14;0;0;;13639475,2;0;5841770,108;21935760,18;8080813,028;2662781,278;2237053,296;1914457,668;503232,8017;0;0
Pc_M_pleo_24_05.D;1270312344;75608764,52;15275109,64;1928742,86;3012865,065;769553,7701;107238,694;5932693,113;225669091,2;1139169,415;486488,4931;8419566,336;21401611,22;9670351,298;329075030,2;42649421,78;15836824,8;106049558,4;5336061,355;142560453,8;5799643,328;134750468,2;197223505,1;5236433,363;53327454,94;6343126,086;35416965,23;30870377,63;127484183,6;493571199,4;861384478,5;419232381,9;211402050,3;122683797,9;29605721,44;501282253,1;160575266,5;28954748,21;121862943;239499536,7;170040076,2;256996204,7;60202800,19;6221405,815;39522103,41;16045059,88;175551699,7;2566380,175;12317782,28;1953194,014;221576084,2;648259,8252;326538319,4;165765346,9;204420518,8;117927097,5;43383560,12;57622986,26;57985676,33;263223123,7;66903426,13;16663603,57;162367231,9;96893943,83;80458798,77;2778799,315;33699054,06;42692051,66;9491337,564;19520014,24;9503247,498;49744854,07;58416423,46;7505976,286;19668236,27;207759593,5;79640678,24;159963699;7320125,834;67177263,7;101482673,5;106439176,2;63133812,5;123592995,3;78436344,68;44376157,53;3894670,095;74251855,41;15559299,28;41960655,68;5724656,988;5035175,961;2709292,8;10460841,38;5032645,768;147136243,6;9477632,636;20530180,82;95790125,54;58984561,93;58868490,61;31363614,76;11124977,68;32265611,05;33663874,7;9548634,738;2569490,396;34053652,11;0;20058948,02;713691,8868;0;288774,1878;477027,5184;0;8695829,06;0;2912280,023;14914186,03;0;0;835382,7559;0;0
Pc_Q_haplo_3_04.D;1358942005;25453103,3;15081245,06;2341786,311;43200932,71;30607654,29;40589453,42;18986033,48;62518571,18;41193245,61;6499258,057;88588836,56;15727528;2588075,936;363855882,8;168723886,3;277603699,3;271127570,3;143584642,4;86321395,39;109465410,3;238429471,7;929066668,5;1202729,546;23956678,84;11988082,92;796947,7375;93759519,07;256573337,2;1618392196;4101555153;687494641,2;120972868,9;94287503,8;11247759,03;18023722,32;241419886,5;182436244,7;2161932,709;330838066,7;765009413,6;318201963,5;132712859,2;49640156,39;253491249,7;124561861,8;280830888,5;12435124,73;83276677,26;24265132,25;388223956;26927931,06;703385943,8;354169694,8;220122421,7;19911028,73;98706436,45;68553764,19;94178169,93;17592837,74;50052486,43;55120704,58;299561995,4;294958005,8;164817059,5;125934012,7;371465386,3;108818436,4;131567592,6;339516605,4;142082939,7;75638607,06;103684071,7;118071438,1;130686408,4;308229376,1;52192746,82;194170275,8;25555894,14;97496725,68;105319856,6;104417679,2;242590775,6;386518545,9;50077972,61;118564977,9;125824449,3;212118648;96972159,04;180495088,3;27585498,37;99077846,03;89000451,77;134985924,3;103449228,3;420741423,3;4917178,652;163534682,6;105559542,8;121334368,1;89882527,95;68823951,96;91049476,34;225397673,9;92823272,52;150403685,7;171649016,5;222210762,7;92664015,73;332687178,8;25267990,01;3223300,908;26927643,39;12223378,73;21107310,57;141461056,7;68799929,67;57555048,84;171856817,2;31824136,28;53825736,87;17649188,84;11254608,96;15223374,06
Pc_M_haplo_46-47_02.D;1474993313;88046408,85;14243749,91;3262801,46;34494614,62;1060574,773;842963,0083;2940442,486;294645581;17066032;8565424,877;49959115,1;8413956,305;2386796,157;546730222,8;171497488,4;179628043,3;167883504,2;78167789,6;130253507,3;50959950,05;437097560,9;554383341,4;23951379,03;94239863,79;14675069,26;28775443,5;37978622,42;235596430,7;1488038128;1284494283;300038038,1;172829291,3;161763111,3;57031384,34;450721441;181681846,7;199024505,9;29078465,18;277386133,4;228172708;258371263,7;107381798,9;12079890,36;88739577,77;37639507,8;175397259;6866165,154;21871860,72;5681239,741;495295590,1;13153640,8;375856531,9;239641594,3;290125384,5;194593606,2;85314960;63183706,06;93722537,86;183702717,5;31428791,53;120622001,5;152069802,1;70536018,63;144958352,3;16111354,54;83545694,58;48109085,72;24477593,92;50874830,86;49696172,02;8480487,13;17488630,69;14023839,13;133531561,1;245803167,1;36621117,92;229873004,7;14036738,83;95238152,94;173615728,1;111199144,3;168767677,8;273351572,6;119497872,3;136684500,2;28840235,83;116601129;46019427,94;82274338,05;1363069,152;21306761;15712209,17;17116027,91;37356284,34;111788132,7;7414167,788;116180127,2;171578391,7;57153822,2;39367020,47;150698926,5;55429330,06;123655018,5;54390594,26;54402067,75;17830212,67;30345901,8;0;56177422,23;0;0;874295,8167;2371636,399;1439079,177;15342927,73;6045099,544;10226095,42;29850483,27;2352897,433;14480291,44;18163002,13;4966541,981;1828507,164
Pc_W_pleo_65_04.D;1143534729;22851859,01;11636276,62;15020384,78;14411817,92;395090,9626;326254,2466;1878859,979;3875352,296;104618,4234;0;66930,19268;113049,2818;127890,8893;56634427,41;120943,0449;2729268,726;3900423,722;96332,43965;361046,1637;130082,002;60581066,01;25017853,4;1235539,209;180605,3415;121294,5011;0;745508,6211;3767899,619;656461373,6;406318381,7;268200010,6;107787947,5;10721758,72;10169517,93;33291915,02;35525769,2;655337,879;78768621,29;15337959,73;24366290,24;104191716;13835727,92;2818478,935;4154833,628;1761399,619;8880976,167;0;939334,8906;0;516811177,7;;117101388,3;210668494,9;149798917,6;141486523,8;9735773,458;11217392,65;17442266,81;67085979,6;36843837,97;1527703,232;754050,1123;94829436,22;11801453,94;0;5726084,149;20111883,26;6964888,292;2351100,361;4166394,142;2457145,187;0;0;353505299,9;133501934,8;50057426,44;195850905,8;43735272,77;25000424,07;61006335,5;54772599,87;55540846,51;45168178,41;82196502,75;3147885,341;961151,2655;29615519,99;22437121,34;8192792,46;1662059,622;456699,6118;1152383,857;296341,6578;258400056,8;104775675,9;8524862,892;130427153,7;118958725,3;30346126,57;50155155,46;73307099,89;39292883,26;21085517,72;38338135,67;28276270,59;1576888,846;14462243,14;;3371608,482;0;0;;56844654,28;0;10796583,56;27512531,88;11405597,75;2742837,007;20761813,07;3912312,247;;643361,5405;0
Pc_Q_haplo_41_01.D;1177512986;38969752,29;13387585,59;1594338,592;33503587,52;21101462,21;24854673,04;10733819,74;100816522,5;54519742,83;7952558,067;71367688,09;14236002,42;2116057,508;344847897,4;226742565,6;136749743,9;293650604,1;334284106,6;169933313,2;211925582,9;223161045,8;719479311,4;2656538,274;79775143,81;13649604,7;2928331,867;221576841,8;224287729;1367074859;4280986153;538728861,9;67932045,27;100003949,8;27394180,01;20382024,48;215698889,3;161458545,8;89474928,82;283135179,2;780874859;248830839,7;180489650,8;41736139,76;302638817,9;84907565,44;231651050,2;11732537,83;98473651,43;54247563,63;461331022,8;54193060,43;735612058,5;105770064,1;225317116,4;59343873,32;153101051,6;95446481,73;73385017,39;16856786,06;39494272,08;85417686,87;254345798,2;248162454,4;171664763,1;132658858,3;324445295,2;85482415,94;86407508,17;274904887,2;91602211,14;56262065,99;57882294,88;92917497,93;109400426,3;272152635,6;78792684,82;298602380;59329685,25;113429489;118462434;112916977,6;206478778,9;296990495,8;60357611,84;106054994,2;125944313,8;205301366,6;95573114,46;89282361,7;33914177,54;84929443,64;129787161,6;117859873,1;37013575,02;519206139,5;8478801,633;169067077;153190227,2;121957254,3;94773498,82;69642286,43;81278328,34;208439858,2;148842146,3;152779896,5;149461691,1;242792307,6;0;321883004,7;25558354,07;4307636,225;16380358,09;20610321,64;24525942,84;155352162,4;20219391,95;63455035,09;190470022,3;19714850,86;24567419,12;14353974,4;14525300,65;21707137,39
Pc_M_pleo_24_02.D;1282519766;314714575,9;11131122,2;1488413,334;27145186;1153648,871;991495,2194;2619180,536;232535260,3;11997191,42;3428065,191;33004507,44;41478879,11;18309747,21;469901907,8;178929090,9;56289929,62;160712461,6;29568479,56;215377825,5;38728249,09;430939178,4;481701536,4;8051601,363;57342666,6;1404348,532;35229984,44;61173193,92;274767238,6;1229983999;1441836199;312901899,5;214296046,7;201815051,9;9466807,373;523921413;174104495,7;150410775,5;222873934,3;430237144,7;442505905,1;239097402,9;78644489,51;12669291,04;152651851,5;35283999,05;228053420,2;10633879,32;78079220,2;15268456,46;365831082,4;13903205,31;348086600,1;142919754,2;236597031,6;159563192,3;107915393,7;69647355,93;82288445,93;189225316,4;134822507,6;79780573,24;135648131,3;65543166,4;213617829,1;18779532,28;174536578,6;81677767,11;30502488,68;102507533,3;63767812,99;36042534,62;25300091,08;42658331,63;99753435,7;245086756,6;106087254,3;177076859,6;16933881,24;181659501,2;181825612,8;164474844,8;204977661,7;301187932;278308356,6;119353275,3;32253650,78;242461559,9;32360931,46;128473081;18159202,08;17339366,21;13448983,38;45949400,46;12470964,88;283936120,4;9273621,341;67306785,85;238067596,5;80689660,06;112759754,1;171241058,7;54420712,28;145486874;122456816,4;36287962,57;26338389,77;88281288,9;0;115638834,1;4730211,656;388918,314;2986734,663;865264,6352;2838573,46;61037002,43;0;27569293,25;72034881,23;6376365,306;8258688,494;4820800,336;7022511,826;5552256,667
Pc_W_haplo_1_03.D;1236290225;451522,2367;12915265,1;11268718,36;11847224;1139567,762;9122848,453;7176546,738;12489389,45;334611,475;0;387403,4461;1963419,604;389477,8437;61878668,56;700325,3782;6190302,84;14771168,58;2169054,051;1164177,753;3251338,2;52348113,67;82111052,32;1889610,97;2066707,488;2405738,07;0;4357607,008;14781169,12;564225129,7;597706437,1;391400145,5;143811023,2;112392076,2;35111691,77;39503194,75;82278343,73;56475912,51;67230048,99;35791281,16;80443432,26;202462439,3;40233220,65;5677248,337;12704798,21;3747679,003;43565644,31;0;5433945,953;0;421771828;0;151653605,5;241981550,6;218028769,2;99465885,98;57816771,03;48732466,79;44982220,78;46214215,47;39750972,37;27042824,12;64186665,97;94646728,02;24777248,07;9465648,521;18123854,86;39642955,52;6353948,098;22674495,55;18013972,68;3271533,9;3253643,453;5761832,959;242688353,5;160765670,8;57272436,41;217823727,2;45670520,62;78381476,15;78750895,87;96623753,75;178359326;216354558,2;94264324,15;49023131,82;17001369,77;42059423,59;39390628,57;97933060,81;0;7842030,416;5782475,171;2872335,948;288778972,1;98667038,1;7351562,404;200550019,4;149611433,9;78141062,37;45771817,6;113938684,9;63637399,25;78202036,85;49324162,36;46642809,87;3847965,978;15937498,89;0;12148744,03;0;;0;66434865,07;0;12514527,64;43159928,82;6925825,857;13299997,64;7492345,741;4396670,626;1019247,622;1262801,371;0
Pc_Q_pleo_73_04.D;1281858271;15917205,69;13578301,26;1527340,439;26308802,08;1283447,467;9510966,153;2230986,157;177845985,7;26296531,57;7197740,577;33794843,45;15542073,74;3710175,238;366971530,5;107703809,6;154019828,5;281836730,4;55331484,08;178250083,4;97516272,75;260488457,5;668408841,4;3484055,449;73482712,04;15571700,64;546184,1582;140852219,3;182518075,6;812867874,9;2502191282;331746674;66796543,52;123717441;82287639,36;230688394,7;339872494,1;213931806,5;59907450,3;455933432,5;677486863,2;233469459,3;162656715,5;42809451,86;187484513,5;94322410,03;197620048,4;16986259,65;63227581,93;41765316,23;271965974,3;15716312,87;576320422,3;230016883,3;202424554,1;117570693,8;123979673,2;56865506,61;101994737,8;87282676,99;145988855,5;40058171,27;206065949;246816487,8;194944799,5;50867463,99;221784747,5;248304712,6;88176762,95;121112027,1;134921244,6;81509561,41;43273641,7;82992769,98;132941537,5;399559045,4;116931853,2;176223507,4;38901493,01;149620386,8;87242230,05;168256812,9;170582775,3;273168854,9;161204723,9;101138086,2;90119691,27;298681349,7;87867765,12;150947886,2;44753868,99;36454480,51;59788608,44;115705522,1;30204475,85;410600090,2;11029981,08;128328845,6;281596379,1;144874087,5;131087896,3;111405791,2;49298962,66;191815275,2;252538689,3;108463022,8;125138077,7;278567161,8;0;259304418,5;8496853,345;13265317,28;19946424,84;2300441,053;23631338,83;132745377;20693241,25;32138470,59;95751077,73;38987203,02;24621988,28;24772005,16;13834877,29;31844737,4
